"Date ",Info,TO,BY,Coin,"Last Coin"
"31-07-2026 13:28:51",Withdraw,hablew,vjgaanizardi,1000000,462344862432.21
"31-07-2026 13:28:51",Withdraw,stan,vjgaanizardi,1054000,462343862432.21
"31-07-2026 13:28:51",Withdraw,kalisari,vjgaanizardi,600000,462342808432.21
"31-07-2026 13:28:51",Withdraw,jaber41,vjgaanizardi,50000,462342208432.21
"31-07-2026 13:28:51","Deposit (PGA)",lukisman,PGA,200332,462342158432.21
"31-07-2026 13:28:51","Deposit (PGA)",papuyu,PGA,200268,462342158432.21
"31-07-2026 13:28:50","Deposit (PGA)",tolkit,PGA,500049,462342158432.21
"31-07-2026 13:28:49","Deposit (PGA)",renja8787,PGA,13916,462342158432.21
"31-07-2026 13:28:49","Deposit (PGA)",lagigacor12,PGA,10001,462342158432.21
"31-07-2026 13:28:46","Deposit (PGA)",ozylzyl22,PGA,300881,462342158432.21
"31-07-2026 13:28:45",Withdraw,nugroho21,vjgaaraji,90000,462342158432.21
"31-07-2026 13:28:43","Deposit (PGA)",fatirmaulana,PGA,100978,462342068432.21
"31-07-2026 13:28:36","Deposit (PGA)",agushasan,PGA,57140,462342068432.21
"31-07-2026 13:28:36","Deposit (PGA)",Fadil55555,PGA,50779,462342068432.21
"31-07-2026 13:28:36","Deposit (PGA)",ndi99,PGA,100030,462342068432.21
"31-07-2026 13:28:35",Withdraw,sinting02,vjgaanindar,3400000,462342068432.21
"31-07-2026 13:28:33","Deposit (PGA)",jekawardos,PGA,25042,462338668432.21
"31-07-2026 13:28:31","Deposit (PGA)",cakra45,PGA,150100,462338668432.21
"31-07-2026 13:28:29",Deposit,zello11,vjgaadwi,400000,462338668432.21
"31-07-2026 13:28:22","Deposit (PGA)",ardi05,PGA,30166,462339068432.21
"31-07-2026 13:28:22","Deposit (PGA)",joko1234,PGA,100000,462339068432.21
"31-07-2026 13:28:21","Deposit (PGA)",jazang,PGA,100334,462339068432.21
"31-07-2026 13:28:19","Deposit (PGA)",pakundi39,PGA,25606,462339068432.21
"31-07-2026 13:28:17","Deposit (PGA)",maryo777,PGA,30486,462339068432.21
"31-07-2026 13:28:16","Deposit (PGA)",lastri84,PGA,11165,462339068432.21
"31-07-2026 13:28:14",Withdraw,ayulatief,vjgaanindar,50000,462339068432.21
"31-07-2026 13:28:15","Deposit (PGA)",dewajp,PGA,99930,462339068432.21
"31-07-2026 13:28:12","Deposit (PGA)",adipar,PGA,60617,462339018432.21
"31-07-2026 13:28:09","Deposit (PGA)",galon88,PGA,100041,462339018432.21
"31-07-2026 13:28:09","Deposit (PGA)",jaguar9999,PGA,50555,462339018432.21
"31-07-2026 13:28:08","Deposit (PGA)",embet,PGA,200158,462339018432.21
"31-07-2026 13:28:08","Deposit (PGA)",sccc6,PGA,95983,462339018432.21
"31-07-2026 13:28:06","Deposit (PGA)",undus123,PGA,95370,462339018432.21
"31-07-2026 13:28:04",Deposit,dedehiro,vjgaarevi,250000,462339018432.21
"31-07-2026 13:27:57","Deposit (PGA)",muri12,PGA,49728,462339268432.21
"31-07-2026 13:27:56","Deposit (PGA)",yohanes99,PGA,100973,462339268432.21
"31-07-2026 13:27:55",Deposit,pakcik2,vjgaadio,40000,462339268432.21
"31-07-2026 13:27:53","Deposit (PGA)",ukhi,PGA,20162,462339308432.21
"31-07-2026 13:27:51",Deposit,febrisanjaya,vjgaawahyu2,100000,462339308432.21
"31-07-2026 13:27:51","Deposit (PGA)",mimin09,PGA,200895,462339408432.21
"31-07-2026 13:27:48",Withdraw,subali279,vjgaanindar,100000,462339408432.21
"31-07-2026 13:27:48","Deposit (PGA)",bangak1,PGA,94051,462339308432.21
"31-07-2026 13:27:46","Deposit (PGA)",richi75,PGA,100239,462339308432.21
"31-07-2026 13:27:45",Deposit,kurpet123,vjgaadwi,20000,462339308432.21
"31-07-2026 13:27:45",Deposit,top1totowin,vjgaasabda,50000,462339328432.21
"31-07-2026 13:27:45","Deposit (PGA)",renzoyanama,PGA,99986,462339378432.21
"31-07-2026 13:27:40","Deposit (PGA)",samiyono,PGA,25315,462339378432.21
"31-07-2026 13:27:39","Deposit (PGA)",rangin123,PGA,500584,462339378432.21
"31-07-2026 13:27:39","Deposit (PGA)",ekowor,PGA,50964,462339378432.21
"31-07-2026 13:27:38","Deposit (PGA)",ahmad3131,PGA,25379,462339378432.21
"31-07-2026 13:27:37","Deposit (PGA)",babe12345,PGA,100697,462339378432.21
"31-07-2026 13:27:35","Deposit (PGA)",dinaaaa,PGA,14950,462339378432.21
"31-07-2026 13:27:33",Deposit,donpablo,vjgaarevi,100000,462339378432.21
"31-07-2026 13:27:34","Deposit (PGA)",akbar2204,PGA,49128,462339478432.21
"31-07-2026 13:27:34","Deposit (PGA)",may26,PGA,100644,462339478432.21
"31-07-2026 13:27:31",Deposit,lapotuak123,vjgaadwi,100000,462339478432.21
"31-07-2026 13:27:31","Deposit (PGA)",jessnolimit,PGA,50231,462339578432.21
"31-07-2026 13:27:30",Deposit,gayo805,vjgaarevi,50000,462339578432.21
"31-07-2026 13:27:26",Withdraw(PGA-IDF),BABIKHH,VJGAAadskelvin,70000,462339628432.21
"31-07-2026 13:27:25",Withdraw,erdani,vjgaanindar,1024000,462339628432.21
"31-07-2026 13:27:24","Deposit (PGA)",nikoes,PGA,678540,462338604432.21
"31-07-2026 13:27:22","Deposit (PGA)",budi5559,PGA,99638,462338604432.21
"31-07-2026 13:27:21",Withdraw(PGA-IDF),SUKOCO83,VJGAAadskelvin,160000,462338604432.21
"31-07-2026 13:27:22","Deposit (PGA)",damanik06,PGA,100467,462338604432.21
"31-07-2026 13:27:20","Deposit (PGA)",nmax212,PGA,55780,462338604432.21
"31-07-2026 13:27:18","Deposit (PGA)",jalil68,PGA,700811,462338604432.21
"31-07-2026 13:27:14","Deposit (PGA)",kirik234,PGA,45387,462338604432.21
"31-07-2026 13:27:11","Deposit (PGA)",devina777,PGA,15293,462338604432.21
"31-07-2026 13:27:10","Deposit (PGA)",kancilputra,PGA,45913,462338604432.21
"31-07-2026 13:27:10","Deposit (PGA)",ateng1313,PGA,200508,462338604432.21
"31-07-2026 13:27:09","Deposit (PGA)",ratri91,PGA,18573,462338604432.21
"31-07-2026 13:27:08","Deposit (PGA)",wedding12jul,PGA,47231,462338604432.21
"31-07-2026 13:27:05",Deposit,pendik12,vjgaadwi,50000,462338604432.21
"31-07-2026 13:27:02","Deposit (PGA)",durna99,PGA,500905,462338654432.21
"31-07-2026 13:27:02","Deposit (PGA)",kevintriadit,PGA,30432,462338654432.21
"31-07-2026 13:27:01","Deposit (PGA)",sarkonn,PGA,200954,462338654432.21
"31-07-2026 13:26:59","Deposit (PGA)",tahu81,PGA,295204,462338654432.21
"31-07-2026 13:26:58","Deposit (PGA)",jimi799,PGA,49805,462338654432.21
"31-07-2026 13:26:56",Deposit,karman77,vjgaaalfin,40009,462338702432.21
"31-07-2026 13:26:56",Deposit,alby2015,vjgaadio,48000,462338694441.21
"31-07-2026 13:26:52",Deposit,gunawan20,vjgaaalfin,50000,462338742441.21
"31-07-2026 13:26:53","Deposit (PGA)",azazel77,PGA,50543,462338792441.21
"31-07-2026 13:26:52",Withdraw,yadibae11,vjgaalas,400000,462338792441.21
"31-07-2026 13:26:52",Withdraw,beniy,vjgaalas,1400000,462338392441.21
"31-07-2026 13:26:52","Deposit (PGA)",Febiiya,PGA,20229,462336992441.21
"31-07-2026 13:26:52","Deposit (PGA)",saja123,PGA,30137,462336992441.21
"31-07-2026 13:26:51","Deposit (PGA)",swallow111,PGA,195516,462336992441.21
"31-07-2026 13:26:49","Deposit (PGA)",armandi567,PGA,1000636,462336992441.21
"31-07-2026 13:26:45",Deposit,rabonas,vjgaadio,50000,462336992441.21
"31-07-2026 13:26:45","Deposit (PGA)",bengkelresmi,PGA,200661,462337042441.21
"31-07-2026 13:26:41","Deposit (PGA)",likkkk,PGA,31439,462337042441.21
"31-07-2026 13:26:41","Deposit (PGA)",kajol09,PGA,20000,462337042441.21
"31-07-2026 13:26:40",Withdraw(PGA-IDF),GADING98,VJGAAadskelvin,400000,462337042441.21
"31-07-2026 13:26:39",Withdraw(PGA-IDF),ABUDDIN,VJGAAadskelvin,600000,462337042441.21
"31-07-2026 13:26:38",Withdraw(PGA-IDF),MUHAMMAD77,VJGAAadskelvin,172000,462337042441.21
"31-07-2026 13:26:37",Withdraw(PGA-IDF),DAYYAN00,VJGAAadsfajar,250000,462337042441.21
"31-07-2026 13:26:37","Deposit (PGA)",mamaskur,PGA,50000,462337042441.21
"31-07-2026 13:26:33",Withdraw(PGA-IDF),KURIA,VJGAAadskelvin,400000,462337042441.21
"31-07-2026 13:26:33","Deposit (PGA)",zidanzadin,PGA,48016,462337042441.21
"31-07-2026 13:26:29","Deposit (PGA)",tin2026,PGA,26066,462337042441.21
"31-07-2026 13:26:29","Deposit (PGA)",tetiyuniarti,PGA,101479,462337042441.21
"31-07-2026 13:26:26","Deposit (PGA)",samila1990,PGA,20367,462337042441.21
"31-07-2026 13:26:26","Deposit (PGA)",mustika2,PGA,100477,462337042441.21
"31-07-2026 13:26:23","Deposit (PGA)",genjik321,PGA,30072,462337042441.21
"31-07-2026 13:26:21",Deposit,azzam123,vjgaadwi,49475,462337042441.21
"31-07-2026 13:26:17","Deposit (PGA)",gorgom111,PGA,30029,462337091916.21
"31-07-2026 13:26:16","Deposit (PGA)",warkop24,PGA,10580,462337091916.21
"31-07-2026 13:26:15","Deposit (PGA)",andimanta,PGA,48509,462337091916.21
"31-07-2026 13:26:14",Deposit,chibeyy,vjgaadio,100000,462337091916.21
"31-07-2026 13:26:10",Reject(Deposit),febrisanjaya,vjgaadio,100000,462337191916.21
"31-07-2026 13:26:09","Deposit (PGA)",diskaaja22,PGA,20529,462337191916.21
"31-07-2026 13:26:05","Deposit (PGA)",tri01,PGA,60524,462337191916.21
"31-07-2026 13:26:05","Deposit (PGA)",bayueka,PGA,48478,462337191916.21
"31-07-2026 13:26:03","Deposit (PGA)",nitra,PGA,40016,462337191916.21
"31-07-2026 13:26:03","Deposit (PGA)",berjuangjp,PGA,100713,462337191916.21
"31-07-2026 13:26:03","Deposit (PGA)",bensin121,PGA,400832,462337191916.21
"31-07-2026 13:26:01",Deposit,yeti99,vjgaadio,28000,462337191916.21
"31-07-2026 13:25:59","Deposit (PGA)",boliz77,PGA,24012,462337219916.21
"31-07-2026 13:25:58",Deposit,tolak1977,vjgaadio,250000,462337219916.21
"31-07-2026 13:25:52","Deposit (PGA)",hermankh,PGA,150654,462337469916.21
"31-07-2026 13:25:51","Deposit (PGA)",denora87,PGA,50281,462337469916.21
"31-07-2026 13:25:51","Deposit (PGA)",lingga20,PGA,26776,462337469916.21
"31-07-2026 13:25:50","Deposit (PGA)",herubambang2,PGA,100055,462337469916.21
"31-07-2026 13:25:46","Deposit (PGA)",agw299,PGA,31606,462337469916.21
"31-07-2026 13:25:43","Deposit (PGA)",fery12,PGA,48286,462337469916.21
"31-07-2026 13:25:43","Deposit (PGA)",al08,PGA,200098,462337469916.21
"31-07-2026 13:25:39",Deposit,abahuwa,vjgaadio,102000,462337469916.21
"31-07-2026 13:25:39","Deposit (PGA)",mulyana80,PGA,142024,462337571916.21
"31-07-2026 13:25:39","Deposit (PGA)",riyantoe24,PGA,45816,462337571916.21
"31-07-2026 13:25:37","Deposit (PGA)",donal123,PGA,29760,462337571916.21
"31-07-2026 13:25:35",Reject(Deposit),ndom123,vjgaadio,100000,462337571916.21
"31-07-2026 13:25:33",Withdraw,satriabalap,vjgaalas,300000,462337571916.21
"31-07-2026 13:25:33",Withdraw,dindut18,vjgaalas,305000,462337271916.21
"31-07-2026 13:25:33",Withdraw,anur04,vjgaalas,101000,462336966916.21
"31-07-2026 13:25:33",Withdraw,gondrong3,vjgaalas,300000,462336865916.21
"31-07-2026 13:25:33","Deposit (PGA)",joniranjoi,PGA,48745,462336565916.21
"31-07-2026 13:25:32",Withdraw,toraja395,vjgaanindar,790000,462336565916.21
"31-07-2026 13:25:30","Deposit (PGA)",baktitop1,PGA,22921,462335775916.21
"31-07-2026 13:25:29","Deposit (PGA)",sujamaa,PGA,50600,462335775916.21
"31-07-2026 13:25:29","Deposit (PGA)",pelangi88,PGA,25244,462335775916.21
"31-07-2026 13:25:28","Deposit (PGA)",egongon,PGA,100911,462335775916.21
"31-07-2026 13:25:27","Deposit (PGA)",tano,PGA,300505,462335775916.21
"31-07-2026 13:25:27",Withdraw,bukaktutup,vjgaanizardi,13500000,462335775916.21
"31-07-2026 13:25:27","Deposit (PGA)",4key,PGA,27084,462322275916.21
"31-07-2026 13:25:22","Deposit (PGA)",kencrong,PGA,100669,462322275916.21
"31-07-2026 13:25:21","Deposit (PGA)",anggi19,PGA,25894,462322275916.21
"31-07-2026 13:25:18","Deposit (PGA)",namaasli,PGA,65718,462322275916.21
"31-07-2026 13:25:15","Deposit (PGA)",olaa1604,PGA,50379,462322275916.21
"31-07-2026 13:25:12","Deposit (PGA)",mirwan123,PGA,99309,462322275916.21
"31-07-2026 13:25:12","Deposit (PGA)",andluck,PGA,100191,462322275916.21
"31-07-2026 13:25:11","Deposit (PGA)",dansat,PGA,50200,462322275916.21
"31-07-2026 13:25:07",Withdraw,semarbagong,vjgaanindar,150000,462322275916.21
"31-07-2026 13:25:07",Withdraw,manik85,vjgaanindar,200000,462322125916.21
"31-07-2026 13:25:06","Deposit (PGA)",intancans,PGA,200801,462321925916.21
"31-07-2026 13:25:04","Deposit (PGA)",manullang1,PGA,40720,462321925916.21
"31-07-2026 13:25:01",Withdraw(PGA-IDF),YOGAUTAMA22,VJGAAadskelvin,450000,462321925916.21
"31-07-2026 13:24:59",Withdraw(PGA-IDF),LUKITHO,VJGAAadskelvin,250000,462321925916.21
"31-07-2026 13:24:58","Deposit (PGA)",Febiiya,PGA,20262,462321925916.21
"31-07-2026 13:24:56","Deposit (PGA)",siapetu98,PGA,48408,462321925916.21
"31-07-2026 13:24:56","Deposit (PGA)",dodit,PGA,100814,462321925916.21
"31-07-2026 13:24:56",Withdraw(PGA-IDF),ADOYY45,VJGAAadsfajar,140000,462321925916.21
"31-07-2026 13:24:56",Withdraw(PGA-IDF),SULIM123,VJGAAadsfajar,803000,462321925916.21
"31-07-2026 13:24:55","Deposit (PGA)",odam123,PGA,49145,462321925916.21
"31-07-2026 13:24:54",Withdraw(PGA-IDF),PASPUS,VJGAAadsfajar,300000,462321925916.21
"31-07-2026 13:24:53","Deposit (PGA)",qinan23,PGA,99285,462321925916.21
"31-07-2026 13:24:52","Deposit (PGA)",sabu02,PGA,150988,462321925916.21
"31-07-2026 13:24:50",Deposit,trigotrek,vjgaafahri,50000,462321925916.21
"31-07-2026 13:24:50","Deposit (PGA)",gejestore,PGA,50872,462321975916.21
"31-07-2026 13:24:48",Withdraw,reni123,vjgaanizardi,50000,462321975916.21
"31-07-2026 13:24:48",Withdraw,cebret18,vjgaanizardi,200000,462321925916.21
"31-07-2026 13:24:48",Withdraw,pinginwd12,vjgaanizardi,100000,462321725916.21
"31-07-2026 13:24:48","Deposit (PGA)",ronal121,PGA,25845,462321625916.21
"31-07-2026 13:24:46","Deposit (PGA)",madun111,PGA,100191,462321625916.21
"31-07-2026 13:24:43","Deposit (PGA)",suzuk123,PGA,29214,462321625916.21
"31-07-2026 13:24:43","Deposit (PGA)",ujangjos,PGA,50201,462321625916.21
"31-07-2026 13:24:43","Deposit (PGA)",kowi21,PGA,50562,462321625916.21
"31-07-2026 13:24:42","Deposit (PGA)",tarno555,PGA,99694,462321625916.21
"31-07-2026 13:24:36","Deposit (PGA)",atukbiru09,PGA,50205,462321625916.21
"31-07-2026 13:24:35","Deposit (PGA)",dirnos,PGA,25069,462321625916.21
"31-07-2026 13:24:35","Deposit (PGA)",genjlongx1,PGA,23917,462321625916.21
"31-07-2026 13:24:34","Deposit (PGA)",adan99,PGA,51981,462321625916.21
"31-07-2026 13:24:34","Deposit (PGA)",jerman1,PGA,100530,462321625916.21
"31-07-2026 13:24:31","Deposit (PGA)",dlogok1,PGA,50155,462321625916.21
"31-07-2026 13:24:29","Deposit (PGA)",lasin21,PGA,47092,462321625916.21
"31-07-2026 13:24:29","Deposit (PGA)",pakaldo123,PGA,50668,462321625916.21
"31-07-2026 13:24:28","Deposit (PGA)",oyen02,PGA,50933,462321625916.21
"31-07-2026 13:24:26","Deposit (PGA)",pojur081,PGA,399831,462321625916.21
"31-07-2026 13:24:25","Deposit (PGA)",king11,PGA,200751,462321625916.21
"31-07-2026 13:24:23",Deposit,malayok,vjgaadwi,30000,462321625916.21
"31-07-2026 13:24:23","Deposit (PGA)",faruq,PGA,100154,462321655916.21
"31-07-2026 13:24:21","Deposit (PGA)",devi008,PGA,19025,462321655916.21
"31-07-2026 13:24:19","Deposit (PGA)",hoki1999,PGA,100405,462321655916.21
"31-07-2026 13:24:19","Deposit (PGA)",ajum123,PGA,49818,462321655916.21
"31-07-2026 13:24:18","Deposit (PGA)",lektato,PGA,16742,462321655916.21
"31-07-2026 13:24:17","Deposit (PGA)",maguwo1,PGA,58866,462321655916.21
"31-07-2026 13:24:17","Deposit (PGA)",tembelex,PGA,240340,462321655916.21
"31-07-2026 13:24:15",Deposit,ndom123,vjgaadio,100000,462321655916.21
"31-07-2026 13:24:15","Deposit (PGA)",sungut,PGA,100059,462321755916.21
"31-07-2026 13:24:14","Deposit (PGA)",anjay1997,PGA,49756,462321755916.21
"31-07-2026 13:24:13","Deposit (PGA)",zea123,PGA,99665,462321755916.21
"31-07-2026 13:24:11",Deposit,damkan,vjgaadio,50000,462321755916.21
"31-07-2026 13:24:09","Deposit (PGA)",cingudin69,PGA,50965,462321805916.21
"31-07-2026 13:24:06","Deposit (PGA)",maskuna,PGA,31662,462321805916.21
"31-07-2026 13:24:03",Deposit,seduluaja,vjgaadio,95000,462321805916.21
"31-07-2026 13:24:02","Deposit (PGA)",ariteki,PGA,50051,462321900916.21
"31-07-2026 13:24:01",Deposit,you77,vjgaadio,30000,462321900916.21
"31-07-2026 13:24:00","Deposit (PGA)",sibor,PGA,50182,462321930916.21
"31-07-2026 13:24:00","Deposit (PGA)",watercat,PGA,100191,462321930916.21
"31-07-2026 13:23:58","Deposit (PGA)",azwar27,PGA,35602,462321930916.21
"31-07-2026 13:23:58","Deposit (PGA)",satriarjs,PGA,350965,462321930916.21
"31-07-2026 13:23:54","Deposit (PGA)",narto111,PGA,150134,462321930916.21
"31-07-2026 13:23:52","Deposit (PGA)",admin25,PGA,82817,462321930916.21
"31-07-2026 13:23:51","Deposit (PGA)",jendra789,PGA,24000,462321930916.21
"31-07-2026 13:23:50","Deposit (PGA)",juhaedi,PGA,128555,462321930916.21
"31-07-2026 13:23:49","Deposit (PGA)",boysky77,PGA,199745,462321930916.21
"31-07-2026 13:23:47","Deposit (PGA)",dio2410,PGA,100501,462321930916.21
"31-07-2026 13:23:44","Deposit (PGA)",bajoget79,PGA,100954,462321930916.21
"31-07-2026 13:23:43","Deposit (PGA)",buayaalim,PGA,99641,462321930916.21
"31-07-2026 13:23:43","Deposit (PGA)",prospeed,PGA,70125,462321930916.21
"31-07-2026 13:23:42","Deposit (PGA)",dediira,PGA,35354,462321930916.21
"31-07-2026 13:23:40","Deposit (PGA)",muharismoha,PGA,49405,462321930916.21
"31-07-2026 13:23:40","Deposit (PGA)",johan010,PGA,220804,462321930916.21
"31-07-2026 13:23:39",Deposit,baikoni,vjgaadwi,35000,462321930916.21
"31-07-2026 13:23:39","Deposit (PGA)",khalas123,PGA,100662,462321965916.21
"31-07-2026 13:23:39","Deposit (PGA)",chall2627,PGA,50290,462321965916.21
"31-07-2026 13:23:37","Deposit (PGA)",jemikun5522,PGA,100096,462321965916.21
"31-07-2026 13:23:36","Deposit (PGA)",wister,PGA,200761,462321965916.21
"31-07-2026 13:23:34",Deposit,erwank,vjgaaalfayat,50000,462321965916.21
"31-07-2026 13:23:31","Deposit (PGA)",jengotdewa1,PGA,200658,462322015916.21
"31-07-2026 13:23:28","Deposit (PGA)",jabar99,PGA,50190,462322015916.21
"31-07-2026 13:23:28","Deposit (PGA)",elpina,PGA,24549,462322015916.21
"31-07-2026 13:23:25",Withdraw(PGA-IDF),JEKA34,VJGAAadskelvin,101000,462322015916.21
"31-07-2026 13:23:22","Deposit (PGA)",imah12,PGA,100901,462322015916.21
"31-07-2026 13:23:21","Deposit (PGA)",hamkah,PGA,50647,462322015916.21
"31-07-2026 13:23:20","Deposit (PGA)",harefa45,PGA,2000350,462322015916.21
"31-07-2026 13:23:19","Deposit (PGA)",itiktop1,PGA,47671,462322015916.21
"31-07-2026 13:23:17","Deposit (PGA)",hery111222,PGA,200119,462322015916.21
"31-07-2026 13:23:16","Deposit (PGA)",abang122,PGA,70414,462322015916.21
"31-07-2026 13:23:16","Deposit (PGA)",pasyadwi,PGA,149123,462322015916.21
"31-07-2026 13:23:14",Withdraw(PGA-IDF),JEFRI,VJGAAadskelvin,100000,462322015916.21
"31-07-2026 13:23:13",Withdraw(PGA-IDF),GIBOK1717,VJGAAadsfajar,352000,462322015916.21
"31-07-2026 13:23:12",Withdraw(PGA-IDF),THABIT02,VJGAAadsfajar,500000,462322015916.21
"31-07-2026 13:23:11",Withdraw(PGA-IDF),WAKREN123,VJGAAadskelvin,573000,462322015916.21
"31-07-2026 13:23:10","Deposit (PGA)",konmek234,PGA,30873,462322015916.21
"31-07-2026 13:23:09","Deposit (PGA)",riskyalf,PGA,34977,462322015916.21
"31-07-2026 13:23:09","Deposit (PGA)",sogon57,PGA,27367,462322015916.21
"31-07-2026 13:23:08","Deposit (PGA)",dirgantara13,PGA,50189,462322015916.21
"31-07-2026 13:23:07",Reject(Deposit),riski101,vjgaadio,50000,462322015916.21
"31-07-2026 13:23:06","Deposit (PGA)",stroo,PGA,30043,462322015916.21
"31-07-2026 13:23:05","Deposit (PGA)",naniss,PGA,50219,462322015916.21
"31-07-2026 13:23:02","Deposit (PGA)",rtpanjang20,PGA,49782,462322015916.21
"31-07-2026 13:23:00",Deposit,indar48,vjgaarevi,40000,462322015916.21
"31-07-2026 13:23:00",Reject(Deposit),jarwo123,vjgaadwi,20000,462322055916.21
"31-07-2026 13:22:59","Deposit (PGA)",boby46,PGA,150248,462322055916.21
"31-07-2026 13:22:56","Deposit (PGA)",topoli09,PGA,250134,462322055916.21
"31-07-2026 13:22:56","Deposit (PGA)",derril,PGA,10121,462322055916.21
"31-07-2026 13:22:52","Deposit (PGA)",salman88,PGA,20868,462322055916.21
"31-07-2026 13:22:51","Deposit (PGA)",nyonghaseyo,PGA,50233,462322055916.21
"31-07-2026 13:22:49",Deposit,milimili,vjgaaalfin,18001,462322055916.21
"31-07-2026 13:22:47","Deposit (PGA)",diwa77,PGA,58000,462322073917.21
"31-07-2026 13:22:46","Deposit (PGA)",wildanjaya56,PGA,1000299,462322073917.21
"31-07-2026 13:22:45","Deposit (PGA)",mahyani,PGA,149766,462322073917.21
"31-07-2026 13:22:44","Deposit (PGA)",matitanam13,PGA,100048,462322073917.21
"31-07-2026 13:22:42","Deposit (PGA)",neneng231,PGA,12201,462322073917.21
"31-07-2026 13:22:39","Deposit (PGA)",Alifjua,PGA,46153,462322073917.21
"31-07-2026 13:22:38","Deposit (PGA)",gayenk335,PGA,160680,462322073917.21
"31-07-2026 13:22:36",Deposit,riski101,vjgaadio,50000,462322073917.21
"31-07-2026 13:22:36","Deposit (PGA)",mahyono,PGA,50000,462322123917.21
"31-07-2026 13:22:36","Deposit (PGA)",luckys,PGA,50504,462322123917.21
"31-07-2026 13:22:34","Deposit (PGA)",vietr0,PGA,14601,462322123917.21
"31-07-2026 13:22:33","Deposit (PGA)",kingdom16,PGA,35860,462322123917.21
"31-07-2026 13:22:33","Deposit (PGA)",tiangfaqeh,PGA,41085,462322123917.21
"31-07-2026 13:22:32",Deposit,violaa,vjgaailham,50000,462322123917.21
"31-07-2026 13:22:29",Deposit,panjaya,vjgaadio,35000,462322173917.21
"31-07-2026 13:22:28","Deposit (PGA)",feryhidayat9,PGA,49366,462322208917.21
"31-07-2026 13:22:26",Deposit,kisma,vjgaadio,100000,462322208917.21
"31-07-2026 13:22:21","Deposit (PGA)",lakbetblue,PGA,99937,462322308917.21
"31-07-2026 13:22:20","Deposit (PGA)",jongkong,PGA,250324,462322308917.21
"31-07-2026 13:22:19","Deposit (PGA)",jarotun4,PGA,10376,462322308917.21
"31-07-2026 13:22:18","Deposit (PGA)",dani1822,PGA,35341,462322308917.21
"31-07-2026 13:22:17",Deposit,aciap20,vjgaarevi,50000,462322308917.21
"31-07-2026 13:22:16","Deposit (PGA)",stroo,PGA,50914,462322358917.21
"31-07-2026 13:22:15",Deposit,dverza23,vjgaadio,1000000,462322358917.21
"31-07-2026 13:22:14","Deposit (PGA)",fery12,PGA,38582,462323358917.21
"31-07-2026 13:22:10","Deposit (PGA)",sulthon200,PGA,99657,462323358917.21
"31-07-2026 13:22:07",Withdraw,kacang2,vjgaayu,500000,462323358917.21
"31-07-2026 13:22:07","Deposit (PGA)",arifai,PGA,197806,462322858917.21
"31-07-2026 13:22:04","Deposit (PGA)",godil86,PGA,41000,462322858917.21
"31-07-2026 13:22:03","Deposit (PGA)",0entoen9,PGA,150000,462322858917.21
"31-07-2026 13:22:02","Deposit (PGA)",yooop1,PGA,20593,462322858917.21
"31-07-2026 13:21:58","Deposit (PGA)",bebex99,PGA,50000,462322858917.21
"31-07-2026 13:21:57","Deposit (PGA)",rizki012,PGA,50080,462322858917.21
"31-07-2026 13:21:57","Deposit (PGA)",cintyasari,PGA,10767,462322858917.21
"31-07-2026 13:21:56","Deposit (PGA)",nanang17,PGA,50453,462322858917.21
"31-07-2026 13:21:54","Deposit (PGA)",celek,PGA,25494,462322858917.21
"31-07-2026 13:21:51","Deposit (PGA)",pudaka,PGA,950505,462322858917.21
"31-07-2026 13:21:46","Deposit (PGA)",priatin,PGA,75590,462322858917.21
"31-07-2026 13:21:46","Deposit (PGA)",apun16,PGA,666967,462322858917.21
"31-07-2026 13:21:44","Deposit (PGA)",lau123456,PGA,140541,462322858917.21
"31-07-2026 13:21:44","Deposit (PGA)",sukarno08,PGA,50489,462322858917.21
"31-07-2026 13:21:42",Withdraw(PGA-IDF),JOSUAAA,VJGAAadskelvin,200000,462322858917.21
"31-07-2026 13:21:42",Withdraw(PGA-IDF),DOBEL,VJGAAadsfajar,100000,462322858917.21
"31-07-2026 13:21:41",Withdraw(PGA-IDF),ANDI999,VJGAAadsfajar,200000,462322858917.21
"31-07-2026 13:21:41",Withdraw(PGA-IDF),BEASS,VJGAAadskelvin,165000,462322858917.21
"31-07-2026 13:21:40",Withdraw(PGA-IDF),DENYII,VJGAAadskelvin,331000,462322858917.21
"31-07-2026 13:21:38",Withdraw(PGA-IDF),CMPLN,VJGAAadskelvin,150000,462322858917.21
"31-07-2026 13:21:37",Withdraw(PGA-IDF),BEATDELUX,VJGAAadsfajar,101000,462322858917.21
"31-07-2026 13:21:35","Deposit (PGA)",alviannr,PGA,34776,462322858917.21
"31-07-2026 13:21:33","Deposit (PGA)",bacom18,PGA,30546,462322858917.21
"31-07-2026 13:21:31","Deposit (PGA)",hujan1,PGA,50232,462322858917.21
"31-07-2026 13:21:30","Deposit (PGA)",afales,PGA,100740,462322858917.21
"31-07-2026 13:21:29","Deposit (PGA)",nugrohooo,PGA,35789,462322858917.21
"31-07-2026 13:21:26","Deposit (PGA)",hopp77,PGA,19146,462322858917.21
"31-07-2026 13:21:24","Deposit (PGA)",boyko,PGA,50711,462322858917.21
"31-07-2026 13:21:22","Deposit (PGA)",bejoo99,PGA,180836,462322858917.21
"31-07-2026 13:21:20",Withdraw,darwin69,vjgaanindar,1234000,462322858917.21
"31-07-2026 13:21:19","Deposit (PGA)",jon23,PGA,50008,462321624917.21
